u1,u2,u3,u4,u5,u6,u7
56.02,58.28,71.28,53.36,30.88,29.22,41.54
61.66,65.1,73.98,55.72,33.3,26.94,37
58.92,62.9,61.64,64.86,31.04,32.36,32.26
53.56,56.74,69.56,55.26,36.96,33.74,37.02
49.42,64.54,68.7,53.74,33.1,29.14,27.36
60.64,51.44,62.3,41.2,47.82,22.68,36.08
51,55.06,63.44,53.5,28.62,22.98,36.16
65.02,56.76,48.56,34.48,32.16,20.32,24.32
51.82,58.78,39.26,53.38,33.76,33.16,18.26
50.3,53.76,54.1,54.72,31.58,34.64,38.6
44.74,47.6,36.66,65.86,21.3,39.8,26.3
42.92,55.96,39,61.64,25.6,39.78,14.66
36.26,56.94,43.78,60.66,22.24,39.18,11.84
44.56,59.34,46.32,68.96,30.08,37.66,22.44
42.92,48.38,43.2,64.14,33.56,36.78,27.52
42.08,49.46,46.48,70.7,28.4,42.8,29.3
40.58,51,53.06,66.64,28.18,54.26,41.3
41.16,38.14,43.76,57.48,28.42,52.1,36.84
45.18,45.3,53.3,64.32,30.42,37.02,15.96
51.96,48,45.94,63.08,46.02,41.4,23.94
44.76,43.22,52.04,58.4,32.28,30.16,18.76
60.78,46.54,41.1,61.56,46.06,34.54,33.4
65.14,47.62,45.7,57.14,60.26,40.96,26.48
68.52,45.5,50.64,59.84,60.22,32.04,26.6
67.16,38.64,53.42,57.84,57.92,37.52,6.2
65.68,47,46.32,58.54,58.28,37.62,24.66
74.72,43.12,54.2,62.16,56.44,34.1,27.24
65.34,45.94,52.78,58.72,48.56,34.72,14.56
55.5,40.34,44.64,56.9,41.78,33.82,26.42
57.6,52.42,46.98,53.84,40.36,41.58,29.78
52.86,50.94,43.82,52.2,40.72,42.16,27.68
49.16,51.76,40.08,41.02,40.22,38.4,38.36
54.62,54.24,43.12,44.58,42.34,35.68,29.8
53.5,49.32,39.34,48.74,44.32,46.34,49
49.6,59.14,31.12,42.76,41.98,46.46,38.02
52.22,49.88,40.52,40.42,47.68,44.56,36.82
20.08,45,42.32,51.52,49.44,45,27.24
53.38,49.9,41.24,49.76,46.9,38.34,24.78
51.84,47.56,44.5,47.1,49.32,46.32,23.9
60,46.5,43.04,38.3,49.32,35.02,2.64
56.6,55.02,47.06,45.76,47.4,42.26,24.12
55.54,59.06,38.88,47.38,49.7,46,15.92
43.96,59.34,41.04,42.32,44.04,34.96,37
39.38,62.76,44.48,46.64,41.54,35.72,23.86
42.2,50.5,46.62,41.88,48.44,32.02,29.1
57.72,42.36,43.16,32.1,45.06,32.98,23
45.14,48.88,51.5,44.08,33.28,37.08,26.86
58.16,46.76,55,35.66,33.42,38.48,39.76
57.94,46.98,54.62,51.32,51.52,36.18,28.72
55.42,54.32,45.36,62.9,50.74,41.26,34.16
50.68,51.74,42.66,61.6,46.74,32.92,34.34
49.12,50.84,41.14,59.64,49.02,41.3,36.46
42.22,55.86,48.94,50.3,52.36,42.64,29.26
46.2,48.32,46.04,60.26,48.34,49.38,58.7
49.88,51.96,47.56,56.62,45.94,41.14,30.36
44.82,50.18,44.98,52.38,52.08,42.72,27.92
41.28,52,55.72,59.26,55.6,51.36,48.62
49.16,54.46,40.82,56.08,49.52,56.02,41.78
45.32,64.58,40.06,54.44,46,44.16,43.08
49.06,66.38,44.72,68.5,45.08,48.28,29.44
48.74,59.16,45.84,61.34,42.96,55.38,36.46
52.82,59,48.06,40.66,38.3,54.98,42.08
59.22,57.9,40.02,57.84,42.74,47.7,35.58
60.28,51.82,41.54,53.74,40.5,52.8,37.38
56.96,55.6,40.74,54.94,41.06,53.36,32.36
60.2,50.5,48.44,60.32,43.26,49.92,50.22
55,53.72,45.74,56.46,39.2,45.2,46.76
52,54.06,51.88,56.18,37.48,48.34,33.42
54.74,58.78,46.12,48.54,42.6,62.96,45.14
58.1,55.04,44.76,64.96,46.76,53.04,62.48
62.1,54.84,42.18,52.1,42.24,40.76,44.9
69.38,46.14,39.48,59.26,37.12,34.96,46.3
65.18,49.18,29.8,56.88,35.4,53.92,41.38
63.9,57.98,32.72,60.48,32.74,36.22,35.84
69.92,52.86,31.48,60.86,27.3,43.98,34.04
55.6,49.94,34.6,56.98,21.86,44.78,41.08
64.36,50.88,26.3,63.06,20,52.6,59.72
60.74,58.06,46,63.9,19,52.8,54.82
60.58,49.64,35.4,49.62,28.48,50.18,64.54
66.7,58.86,36.5,50.26,19.86,42.46,63.34
70.06,73.18,40.08,60.24,27.16,42.06,54.34
64.16,68.22,42.02,60,24.28,38.34,47.1
51.92,65,40.32,64.82,24.62,47.02,48.16
63.8,73.14,49.24,51.74,25.4,34.88,30.28
62.4,61.22,53,58,28.26,41.22,43.74
53.52,57.66,52.6,50.26,23.98,44.36,67.74
68.42,60.62,51.1,42.44,19.42,44.26,30.66
59.24,65.14,61.16,51.12,29.86,40.22,49.7
78.76,60.6,55.74,51.44,23.86,43.86,36.32
64.9,49.74,45.62,54.68,25.24,36.92,44.58
63.16,56.48,37.24,64.5,30.42,36.38,37.12
63.32,57.98,43.88,55,28.58,41.5,57.54
58.98,46.46,40.2,52.1,34.1,33.86,39.4
53.44,48.34,40.48,40.86,23.68,30.08,39.68
48.96,51.18,35.62,45.98,22.12,31.42,60.84
56.64,41.76,32.52,53.8,33,31.34,-1.22
61.7,39.92,28.78,49.2,32.98,33.48,29
64.92,42.36,41,49.78,34.9,28.6,24.84
62.72,38.72,42.7,44.24,37.74,27.64,30.2
59.08,42.52,41.44,50.32,42.76,26,29.32
59.56,49.14,39.04,67.7,33.68,34.68,25.46
50.94,46.5,40.08,62.84,28.78,26.48,30.92
57.04,43.52,43.38,53.02,28.1,18.5,29.54
50.56,45.56,41.62,61,28.92,16.88,9.94
64.34,42.88,42.48,50.06,39.3,32.52,24.32
62.22,43.94,47.22,38.58,28.54,20.66,33.54
66.2,32.98,29.68,45.5,26,26,34.6
55.3,41.06,46.76,39.48,19.76,30.36,32.98
52.5,41.22,43.22,44.08,30.66,29.82,26.7
53.42,66.5,48.48,37.62,35.46,29.66,40.7
61.66,61.46,40.58,27.9,38.78,25,19.88
63.76,60.98,43.2,31.72,38.34,32.2,27.48
54.74,54.72,46.26,33.1,28.66,30.54,31.42
61.08,56.66,39.8,32.78,35.34,44.52,31.12
52.56,58.7,34.54,34.6,46.9,39.54,41.26
58.16,61.38,32.14,47.7,50.74,34.06,44.22
55.24,59.9,30.68,38.28,51.36,55.92,40
55.34,56.92,30.54,41.18,42.02,49.32,28.36
49.58,56.02,26.48,39.54,45.28,43.32,21.6
56.48,46.82,30.04,27.94,44.88,54.98,36.34
53.22,52.56,36.5,24.58,45.86,45.38,35.5
53.48,52.94,38.22,38.36,48.06,46.06,3.08
52.92,57.4,54.92,39.4,49.94,40.9,32.22
51.18,49.5,51.94,39.46,57.34,35.92,32.44
56.3,49.24,49.68,47.36,59.44,37.2,32.96
44.86,51.24,52,42.48,51.8,28.42,34.9
52.8,54.52,50.5,41.72,63.4,39.54,37.3
55.24,60.86,56.1,42.08,60.5,38.78,39.14
55.22,71.26,43.3,41.94,53.74,41.7,36.58
58.16,71.26,43.26,45.78,50.04,41.86,53.48
48.36,66.44,46.34,46.9,61.48,39.84,55.46
56.24,64.08,46.38,47.34,60.84,36.38,59.94
52.82,70.9,45.16,49.66,57.4,41.46,40.06
55.7,64.02,39.74,45.14,68.08,41,46.98
47.38,73.92,39.16,50.16,63.12,38,34.46
52.64,75.12,34.12,56.8,60.72,42.28,35.92
52.74,69.02,40.12,56.76,60.38,37.84,54.54
52.06,67.76,38.9,58.1,55.78,25.56,39.82
51.02,69.94,40.96,57.44,49.62,25.98,51.64
50.68,71.48,39.44,59.9,53.74,25.84,52.18
64.92,66.74,40.52,56.14,44.9,32.5,49.7
52.42,63.1,34.9,49.84,42.28,35.34,48.14
48.12,54.08,35.26,48.44,46.94,45.5,34.1
61.16,49.26,34.74,40.46,43.14,39.76,37.52
68.38,61.34,37.36,43.74,53.36,27.7,45.78
52.48,52.62,36.46,39.46,50.62,19.86,46.22
54.8,46.84,34.06,41.4,47.78,30.6,37.28
58.26,45.32,30.68,44.94,38.14,29.24,24.76
49.5,55.7,19.14,45.98,42.9,39.34,21
54.38,43.2,34.26,45.82,49.04,30.6,34.54
70.4,41.88,27.64,40.9,43.32,33.46,39.04
50.18,40.7,20.62,43.2,45.58,33.8,35.54
46.88,53.96,28.3,43.52,52.86,34.98,43.68
55.64,43.96,36.02,43.52,48.12,31.14,35.78
45.94,55.74,40.82,39.64,43.16,35.6,37.66
58.6,54.1,41.32,40.54,42.32,30.92,40.7
53.06,55.42,34.64,42.24,35.04,33.98,18.58
57.12,59.16,40.48,44.64,38,32.12,14.22
46.14,59.46,53.74,53.76,52.24,33.88,27.2
64.6,54.7,41.7,39.02,51.68,37.48,12.9
61.74,58.76,40.64,41.16,43.14,31.72,33.48
59.32,53.86,45.76,45.14,42.7,26.92,23.46
57.86,59.68,51.9,32.68,50.64,40.82,15.74
65.96,63.68,50.84,34.6,52.06,39.64,27.58
70,59.36,56.74,32.14,40.16,57.72,52.62
71.94,63.72,44.18,44.28,37.94,49.88,42.32
63.5,59.64,64.4,33.8,42.24,49.36,54.4
60.84,58.2,51.5,37.7,34.54,42.74,31.54
70.7,62.34,70.6,36.28,36.3,49.28,29.92
64.74,54.86,61.8,39.66,48.36,43.08,41.7
55.28,56.64,51.5,39.9,48.14,48.92,54.8
50.42,54.54,62.88,37.4,52.36,61.32,35.06
50.02,49.44,49.06,37.76,40.82,56.48,45.86
62.48,55.46,62.76,35.64,36.9,54.06,29.78
69.66,48.1,60.34,37.64,33.6,51,53.56
66.32,47.72,55.92,33.72,33.9,56.7,34.76
64.86,40.76,56.44,36.04,41.32,51.66,45.04
62.94,50.9,63.22,41.56,39.58,50.54,34.68
52.68,27.36,65.42,38.94,41.76,46.56,41.64
53.32,35.66,70.02,39.94,33.58,38.32,30.12
55.58,38.78,69.64,31.94,44.86,32.9,46.62
61.74,37.28,71.46,41.02,35.42,31.98,22.74
62.64,33.1,61.54,43.74,36.4,39.02,32.88
72.12,37.38,65.84,36.02,31.46,38.78,19.78
62.42,40.58,62.62,42.76,23.3,57.92,12.5
64.46,41.74,66.02,41.96,29.74,37.58,6.6
63.36,31.12,70.2,45.7,30.34,40.14,41.68
71.78,32.48,73.34,43.54,31.3,28.12,48
81.24,41.18,78.56,48.08,34.1,37.56,28.34
68.98,48.92,79.7,54.66,30.46,31.62,21.86
74.08,50.92,73.6,56.62,32.78,32.38,40.72
68.82,59.78,67.06,55.18,26.74,35.4,41.28
73.06,65.28,70.22,72.76,30.4,20.4,24.26
82.42,55.96,69.88,67.46,22.4,31.12,24.9
74.76,53.06,70.26,57.36,20.58,24.86,39.9
80.08,52.56,67.66,53.34,25,35.04,37.68
79.86,58.32,61.32,61.94,33.68,46.68,30.88
89.26,57.68,62.46,60.48,17.18,42.16,47.06
93.88,57.76,52.82,54.1,35.46,38.64,32.6
84,54.24,57.06,51.86,37.66,34.28,26.76
84.48,56.06,59.02,46.98,39.52,29.54,36.46
90.52,59.36,54.14,46.12,42.96,26.06,32.02
81.26,61.5,55.54,55.96,41.26,22.38,40.84
69.2,58.54,56.24,57.36,41.44,26.24,48.26
76.24,56.6,52.5,56.82,43.08,32.98,43.02
70.94,57.42,54.3,48.62,46.2,25.08,51.28
74.6,56.9,48.4,42.88,49.6,29,65.96
65.34,48.26,54.98,43.82,52,29.3,59.48
68.82,58.42,52.94,53.34,51.18,43.76,51.6
61.1,52.52,52.54,51,37.78,46.48,50.68
63.86,56.96,56.6,43.48,39.7,42.14,40.44
63.16,55.98,50.18,40.32,49.24,38.96,35.24
69.82,50.9,51.92,45.5,51.62,43.52,48.56
78.42,46.06,47.68,49.32,48.02,40.7,48.5
81.52,36.18,50.06,42.44,44.88,39.68,44.7
68.72,38.18,50.48,44.38,57.08,50.72,49.8
69.12,38.88,55.44,41.48,60.34,49.7,37.96
62.16,42.52,61.36,35.94,61.04,73.04,41.88
62.82,36.68,53.98,48.1,57.56,54.12,36.46
54.92,37.02,60.1,48.88,58.32,47.88,33.16
53.84,37.44,55.18,59.32,40.76,39.58,38.72
43.84,39.34,53.6,49.36,51.54,44.28,42.94
47.88,51.12,54.34,45.7,62.62,55.94,51.92
51.3,44.2,52.96,52.14,48.02,54.26,55.44
47.46,51.62,57.04,49.44,58.86,51.92,52.14
48.76,46.3,52.86,50.68,44.7,60.78,26.96
46.22,42.02,52.32,53.52,36.02,47.44,27.38
47.14,32.02,53.8,48.46,46.9,47.12,32.52
41.98,34.64,62.6,56.8,43.26,43,2.82
48.06,38.24,55.02,55.42,47.76,39.54,14.26
45.54,38.64,45.1,38.94,37.9,49,32.64
60.36,47.88,54.34,50.62,38.08,47.42,37.68
66.82,40.4,51.84,52.86,39.56,52.16,45.94
61.64,36.24,56.92,52.68,67.78,58.22,50.6
54.32,41.8,44.82,42.32,54.04,55,37.48
58.82,52.4,49.76,48.18,41.46,48.12,43.04
51.06,45.84,47,59.24,47.38,53.92,49.62
55.02,48.4,43.42,61.26,68.7,61.28,60.98
52.1,56.66,41.76,52.26,64.42,53.18,63.58
55.36,61.04,42.54,46.04,62.18,43.76,55.72
65.4,62.24,45.24,41.92,65.12,43.02,70.6
58.16,60.96,41.98,59.24,61.82,37.04,51.74
66.22,52,43.04,69.58,60.7,44.96,54.48
61.54,65.98,46.06,67.98,63.68,37.68,55.12
59.24,68.88,47.86,51.54,55.1,32.58,52.54
63.24,66.5,47.92,53.06,50.8,33.52,43.12
70.18,66.64,55.32,43.08,59.48,52.28,49.76
70,65.44,53.24,47.5,43.64,42,50.34
61.22,65.02,48.52,48.12,51.74,31.68,50
64.82,62.94,63.6,45.88,61.1,32.98,46.88
78.82,70.7,62.62,40.34,57.16,33.18,45.32
64.22,70.94,54.52,41.76,52.92,26.68,41.9
57.8,72.64,47.28,39.34,52.3,25.08,52.06
68.32,66.46,50.62,42.78,55.34,19.74,29.08
72.92,75.64,50.06,40.74,59.74,22.46,46.88
73.7,72.92,46.1,46.42,56.54,13.84,19.02
73.34,71.06,45.22,50.96,55.72,27.7,35.56
54.48,69.04,46.72,55.04,47.34,16.3,27.32
50.18,68,51.14,49.88,44.5,21.38,47.98
51.38,70.2,58.78,51,42.08,26.42,34.74
51.56,63.52,62.16,57.4,43.08,37.78,18.5
53.76,60.4,63.1,71.38,47.26,35.9,10.8
57.38,62.56,64.38,65.84,50.56,35.44,37.78
52.88,58.48,62.8,60.36,49.84,21.38,38.4
50.52,67.78,56.2,60.22,52,16.76,19.46
52.56,57.56,59,59.1,47.04,22.94,24.44
53.88,54.14,60.2,57.7,51.44,34.26,15.46
51.3,44.82,56.36,51.68,59.38,24.48,24.88
46.76,42.1,56.1,53.54,59.06,17.24,32.84
49.34,38.1,55.3,55.2,62.72,25.76,18.18
47.14,46.3,62.86,52.52,59.7,27.52,31.64
48,48.94,61.14,52.86,51.34,31.68,15.88
47.38,48.52,59.82,53.24,46.96,20.7,18.2
52.5,44.46,46.68,56.38,51.86,24.18,20.82
53.7,50.36,50.42,52.02,34.26,24.18,35.34
51.3,47.22,56.18,49.68,54.9,24.72,29.74
49.12,41.12,64.34,52.78,55.24,23.56,27.42
46.38,51.34,66.5,52.4,52.86,17.66,20.62
41.2,57.74,66.62,41.14,45.64,10.44,23.44
43.54,53.6,61.6,44.94,46.24,7.4,26.78
45.5,57.48,62.3,45.02,45.06,18.2,10.84
41.3,55.7,68.4,47.42,52.06,25.18,3.24
44.94,61.54,83.62,50.92,47.44,22.6,26.74
56.1,68.12,77.34,50,47.52,35.88,28.18
51.6,58.06,71.32,51.68,40.72,43.24,18.06
56.16,59.08,72.92,52.48,48.34,30.52,-11.54
51.64,59.46,62.18,49.18,58.22,39.94,19.42
54.58,52.92,71.26,43.12,67.12,50.52,21.32
49.74,57.72,59.78,46.3,54.46,45.94,25.34
48.18,55.52,64.32,47.74,52.06,46.7,24.74
49.24,61.14,62.9,52.36,61.56,51.74,30.88
58.34,56.26,63,52.3,50.46,54.04,26.12
52.56,57.4,66.26,53.02,36.28,46.14,20.68
58,46.68,55.4,46.56,43.24,53.18,34.34
65.22,52.06,63.18,49.06,46.14,64.58,19.04
58.96,56.7,65.38,53.8,49.1,57.92,30.24
66.84,57.08,52.12,50.62,43.96,55.54,26.08
70.38,47.02,62.58,42.18,51.32,61.16,23.06
71.44,47.18,62.66,46.98,54.3,58.04,26.48
64.54,49.94,64.02,44.9,63.84,48.36,25.38
71.62,54.48,64.48,48.34,57.8,48.44,41.22
78.62,57.08,58.7,55.8,70.16,49.68,36.78
76.74,56.3,58.76,48.14,55.6,45.64,21.72
68.46,50.04,68.14,55.7,68.52,59.84,41.52
81.74,50.34,56.12,47.58,55.32,70.04,22.84
73.54,40.98,59.54,53.36,55.74,61,20.12
81.48,46.96,57.8,49.72,46.94,60.06,28.48
82.48,37.46,45.34,46.96,51.44,55.66,25.94
77.5,41.46,68.22,46.62,60.76,60.78,22.82
66.32,41.34,61.6,52.88,48.82,55.48,28.8
67,42.64,38.56,55.54,48.84,56.24,10.94
62.98,40.14,30.74,56.48,52.12,65.78,17.08
64.16,39.08,38.52,58.34,43.46,65.84,31.68
59.54,38.78,54.26,58.48,45.3,59.86,24.68
68,37.68,51.54,59.94,40.04,62.52,29.3
62.92,40.14,56.3,53,31.22,61.66,33.64
72.66,46.56,42.2,44.12,44.44,76.02,28.6
77.06,47.16,73.22,56.86,36.68,80.48,28.74
67.34,40.42,47.1,60.62,44.64,78.58,26.92
63.84,39.92,56.9,58.16,38.9,77.98,31.68
69.22,49.24,61.6,54.88,38.78,83.24,23.68
62.4,47.06,73.12,54.44,54.84,81.94,28.5
70.22,53.12,62.46,47.88,43.1,79.06,59.42
69.94,57.14,70.56,43.96,36.82,81.2,46.18
65.7,51.82,81.54,50.14,49.36,77.36,32.54
58.22,44.42,70.84,55.18,46.8,68.76,26.04
50.96,47.66,69.8,65.32,47.56,68.66,26.98
51.18,42.38,63.48,60.84,36.4,71.94,41.82
50.68,52.8,69.82,52.18,36.66,70.8,23
56.94,54.3,69.06,49,40.96,73.32,43.22
58.52,44.1,76.24,34.66,39.8,74.48,14.44
58.6,49.8,76.14,49.94,27.3,72.88,27.66
53.24,38.58,73.1,53.98,39.2,70.14,22.56
52.52,43.64,56.52,43.6,27.18,68.04,20.76
46.52,51.8,62.72,45.2,26.18,65.94,24.06
47.88,45.28,56.24,53.34,38.7,72.1,17.28
47.32,47.66,50.74,35.72,41.24,74,13.4
46,45.14,50.86,43.92,30.72,69.06,-19.28
50.38,44.34,54.74,46.84,40.34,68.68,7.24
49.82,53.18,63.44,43.44,32.26,60.92,26.6
55.46,46.56,64.64,53.94,23.64,58.04,23.12
51.54,47.64,70.34,49.66,28.96,65.26,16.46
55.96,54.18,57.38,46.84,30.68,64.56,9.36
56.54,49.1,69.4,44.94,28.22,60.84,26.44
61.1,34.16,63.92,42.76,30.9,59.46,64.32
56.16,49.2,74.62,41.62,32.44,54.48,14.2
44.98,41.52,65.28,40.52,41.96,64.7,22.64
60.54,43.24,55.68,37.9,47.5,63.28,22.62
51.56,47.84,64.3,41.3,45.4,60.16,19.72
55.5,50.18,51.56,38.62,27.98,55.86,35.9
55.74,43.98,53.26,46.94,31.74,46.72,24.72
48.98,48.18,66.72,38.22,44.04,55.24,14.46
64.24,60.86,61.44,44.58,43.52,51.18,41.34
50.64,56.24,51.64,42.24,47.7,48.68,46.14
48.94,49.94,45.38,48.5,47.62,60.94,50
46.7,48.18,47.58,49.84,49.8,53.02,66.28
42.84,35.26,56.88,34.84,43.78,47.96,67.68
40.64,52.2,65.88,38.64,39.14,47.26,54.98
32.98,62.5,65.26,47.44,41.56,42.2,53.28
41.32,48.22,57.08,42.52,42.76,42.46,35.38
38.12,59.06,60.72,47.12,44.32,40.24,22.64
45.14,48.06,57.56,52.14,42.38,42.96,11.9
36.22,60.98,62.64,59.5,39.46,40.5,46.08
45.6,53.52,57.62,53.44,50.12,38.54,58.16
41.88,61.04,40.96,54.78,45.48,40.34,37.2
42.7,62.22,61.28,61.14,34.82,36.78,20.2
44.44,64.58,57.38,57.42,51,39.62,47.74
50.66,50.82,62.96,52.56,47.26,46.46,37.78
42.46,59.16,59.78,54.58,46.76,48.62,35.64
46.18,52.62,65.9,55.42,50.98,56.08,26.8
46.64,56.04,67.78,50.74,53.06,54.56,58.28
48.68,50.06,69.48,51.5,53.76,55.9,24.46
46.12,48.4,72.18,52.3,49.78,51.68,43.62
44.36,46.26,70.36,59.42,48.24,43.84,45.26
44.64,47,61.54,55.94,50.68,44.16,40.64
47.94,68.64,66.52,67.82,45.2,32.32,61.9
40.94,75.52,49.06,70.7,52.86,24.2,45.72
45.88,77.94,39.34,73.2,36.78,29.82,50.12
44.44,73.32,51.82,69.2,24.18,43.74,52.74
46.52,66.1,47.06,59.06,42.36,33.26,60.48
48.82,66.08,43.56,61.7,47.36,30.86,40.76
49.32,65.66,41.8,54.02,40.78,28.18,53.22
45.86,67.9,37.4,62.06,47.6,25.24,52.64
47.58,73.3,42.92,64.5,46.02,27.12,68.26
47.88,64.38,54.24,46.98,43.52,31.72,49.8
49.8,58.08,48.94,48.12,40.32,34.22,31.4
45.38,60.08,51.36,47,37.66,32.5,54.86
41.5,66.52,45.82,51.3,33.88,41.32,28.32
48.68,64.52,44.4,55.48,40.06,35.22,23.94
47.86,60.76,38.08,64.58,39.4,32.62,41.68
51.3,68.26,45.3,53.16,45.8,38.5,47.82
53.96,66.84,49.12,49.18,42.98,26.36,45.02
55.02,54.54,46.92,48.78,42.76,26.26,53.7
52.7,51.2,41.86,57.16,47.44,29.48,31.48
53.54,63.96,47.44,47.68,56.26,38.52,24.66
49,56.98,44.34,50.24,54.04,29.6,42.12
49.36,63.3,46.2,56.76,52.74,35,36.96
50.94,61.16,16.58,38.26,52.5,36.64,27.24
43.5,54.04,45.32,53.8,56.12,33.56,19.48
47.56,58.86,50.88,56.8,58.42,33.66,23.18
48.12,59.34,50.3,56.86,52.18,33.12,28.22
47.22,61.28,54.04,46.42,49.12,39.78,29.24
44.42,64.08,52.56,50.24,61.82,39.5,32.42
47.34,58.22,49.24,53.84,50.98,42.76,31.14
55.4,58.04,48.64,52.62,47.42,42.38,24.3
52,48.02,51.16,54.48,59.38,41.74,18.88
56.56,42.24,50.68,58.88,56.58,43.1,75.56
65.02,45.92,52.86,57.86,57.66,33.84,27.42
66.96,54.42,49.32,38.66,44.16,40.34,27.98
57.42,51.8,45.4,42.2,54.66,32.8,13.14
53.48,55.84,42.88,37.82,53.12,25.42,25.52
61.88,64.8,43.94,45.16,48.7,20.54,18.14
53.6,55.16,47.84,51.5,51.74,31.92,8.72
63.66,58.66,43.2,48.08,48.72,33.38,30.24
68.66,69.46,51.76,45.26,59.34,32.36,17.88
59.48,68.06,54.04,41.58,58.76,41.28,15.08
67.74,61.14,54.14,37.08,46.38,44.36,12.62
66.14,64.56,51,41.04,47.52,39.3,9.42
64.16,63.02,44.54,41.74,58.88,39.54,18.2
43.88,52.34,43.5,38.58,41.8,47.14,15.52
59.5,50.84,58.76,38.42,33.92,42.44,18.62
54.34,56.76,57.32,55.6,45.1,30.68,14.76
59.46,46.7,58.72,44.82,53.9,31.74,22.12
47.88,43,53.72,56.08,54.1,26.5,38.96
52.86,45.58,50.86,53.86,46.7,45.2,14.22
53.48,53.3,50.5,56.92,45.32,37.34,27
53.68,50.32,52.5,48.28,41.7,36.88,18.68
58.04,49.68,51.92,46.5,50.84,46.76,16.86
63.34,48.22,50.8,40.02,53.4,47.5,23.54
60.88,47.96,51.34,50.92,43.3,54.22,16.86
58.2,52.42,53.66,39.32,50.4,58.54,25.68
57.48,44.84,55.74,42.42,36.46,52.9,16.52
62.12,42.28,47.46,47.98,35.04,43.14,20.38
56.84,47.04,45.24,47.5,43.24,57.06,15.76
57.36,49.48,49.28,50.36,40.08,55.02,9.78
57.28,50.48,50.64,57.3,32.88,74.24,21.32
57.72,50.92,52.62,55.94,43.64,60.24,15.02
56.48,53.06,51.98,53.24,41.42,40.22,8.82
55.18,54.54,47.68,45.96,47.04,46.74,14.96
48.94,52.3,56.5,46.92,40.56,48.52,17.48
52.3,53.3,60.08,50.26,44.66,34.26,27.54
54.26,52.34,69,47.62,35.64,40.76,21.18
53,57.02,72.94,56.24,42.64,37.16,51.74
56.12,56.34,63.96,66.26,47.5,47.02,11.84
46.06,54.52,67.7,65.56,39.2,45.5,8.46
51.18,52.98,72.12,62.8,34.52,57.98,12.88
52.06,55.72,73.24,55.86,39.56,50.24,48.78
52.68,53.7,56.66,56.42,28.06,52.06,32.34
48.02,52.76,73.62,52.6,29.36,57.22,7.72
51.46,57.16,50.32,51.72,32.46,51.66,17.38
48,47.74,63.68,50.26,27.94,45.12,7.12
43.04,44.3,55.36,52.9,35.32,26.42,16.82
49.64,48.18,49.2,57.3,38.06,42.02,25.68
47.62,48.6,49.08,52.12,33.04,46.4,22.94
45.54,48.02,56.16,56.32,35.94,50.38,-2.22
45.88,44.92,51.44,53.28,41.4,49.16,17.4
48.62,45.82,51.6,56.48,37.46,38.24,16.78
55.3,40.5,59.14,56.52,41.58,48.82,-1.52
46.58,45,56.08,53.74,33.04,58.64,-7.92
46.8,48.46,67.26,53.04,46.5,57.64,21.12
55.56,36.88,80.74,64.52,41.32,46.7,16.42
51.24,44.86,76.62,58.4,49.56,49.3,31.6
53.42,44.16,71.56,55.98,47.24,49.24,0.18
56.04,39.08,63.34,58.28,49.14,47.32,43.92
48.48,39.28,77.88,53.82,51.68,58.28,20.68
49.38,37.84,72.62,58.1,48,56.84,7.66
55.98,39.38,80.02,58.86,46.62,52.2,17.28
51.18,37.08,77.48,44.94,55.18,42.12,14.76
52,40.88,79,47.52,44.44,49.16,25.1
42.02,39.46,73.54,52.76,41.32,37.22,5.92
42,51.62,52.36,51.02,46.56,57.9,16.82
42.9,54.86,51.08,60.74,35.2,60.58,53.42
49.78,47.6,63.58,55.82,25.16,63.58,12.42
46.18,49.94,52.08,61.98,34.28,54.18,17.96
63.02,56.52,62.56,54.32,39,52.68,5.02
56.92,50.82,60.76,59.66,36.32,49.48,13.48
56.94,56.28,58.92,65.74,35.8,51.52,17.42
49.06,65.64,50.86,60.78,28.9,51.1,19.82
49.92,57.34,44.3,70.58,41.54,51.96,49.04
57.42,53.86,50.96,64.66,42.02,53.52,30.04
53.2,53.52,58.54,49.5,33.84,52.92,26.12
55.62,60.84,77.82,59.6,42.04,42.44,51.9
55.42,56.66,68.56,55.84,28.68,42.76,42.64
52.56,58.6,60.54,53.24,26.06,45.38,39.64
54.2,59.48,68.46,60.84,21.38,41.98,45.98
50.08,63.54,59.28,60,18.56,39.2,44.54
50.62,66.2,62.96,64.26,15.46,41.7,39.78
44.56,63.32,53.6,66.68,18.52,40.1,36.28
51.6,70.16,62.9,64.04,22.22,46.64,49.9
50.18,69.14,81.68,50.68,33.28,47.86,42.96
40.9,63.46,76.72,59.26,20.22,46.94,35.6
47.06,61.3,80.14,65.74,22.94,49.84,24.98
47.72,61.62,59.04,61.4,32.42,38.6,40.66
45.62,64.54,56.98,50.7,34.04,37.32,45.14
43.38,55.14,48.88,51.62,54.12,34.32,34.6
41.32,68.34,57.92,54.7,31.26,42.48,43.76
44.26,58.74,54.6,47.68,37.62,44.08,30.42
45.62,70.36,53.76,47.48,34.24,39.58,32.12
47.62,72.2,47.1,64.46,47.88,32.16,28.64
60.64,73.28,48.22,51.24,43.52,30.88,32.66
57.74,75.06,51.06,50.86,53.06,34.1,36.98
55.56,77.56,52.48,50.74,54.6,50.18,35.86
55.86,74.86,53.2,48.32,52.14,52.14,38.88
60.4,68.34,51.64,54.62,50.84,49.52,17.48
64.08,47.62,44.78,50.9,54.38,59.24,33.94
