u1,u2,u3,u4,u5,u6,u7
56.2,55.08,45.56,36.64,55.54,39.2,24.54
56.06,52.94,63.34,54.82,55.42,46.26,40.82
64.1,46,61.92,53.3,54.1,40.84,67.4
59.08,52.98,58.06,63.92,50.74,37.18,62.18
57.18,48.1,58.94,61.04,40.7,42.14,55.98
57.8,55.36,50.7,55.8,42.76,49.12,61.72
58.7,63.84,62.48,55.5,39.18,47.82,43.04
55.06,64.72,61.1,56.24,37.84,41.58,42.2
66,62.1,54.58,53.8,45.42,29.94,40.4
71.5,65.18,52.5,61.58,52.24,25.36,39.14
69.1,54.22,44.3,54.92,55.24,28.36,35.88
75.28,51.94,53.18,51.92,56.6,35.92,32.42
79.7,51.68,45.42,50.14,58.14,35.56,44.64
74.32,48.82,44.14,60.46,57.54,42.26,30.9
74,52.18,47.42,79.4,54.68,51.24,39.42
78.06,50.24,50.64,98.08,56.5,53.34,32.22
64.76,51.74,48.98,91.22,55.28,53.8,29.04
66.76,56.06,43.14,108.14,43.58,61.38,31.5
71.34,54.62,45.52,102,49.24,61.62,30.98
66.96,53.9,46.36,92.28,47.06,59.54,10.2
67.52,63.1,51.44,91.34,42.02,65.22,18.64
68,54.08,49.06,86.22,36.84,68.7,26.7
63.86,35,40.84,84.48,44.7,63.96,48.74
61.68,51.12,47.32,85.92,49.3,67.18,1.3
58,48.2,47.42,79.12,49.86,60.72,20.88
57.54,51.44,38.36,82.92,51.14,64.22,34.78
64.58,54.78,46.16,87.82,56.06,64.28,65.08
62.66,64.06,55.04,74.26,49.08,61.3,39.88
65.64,67.5,47,80.52,47.18,57.72,38.58
51.94,59.34,46.96,84.78,48.3,61.84,38.98
59.72,52.76,50.6,86.48,49.98,57.28,43.58
53.24,49.38,47.2,85.16,48.62,66.34,38.68
51.44,37.58,51.08,77.68,46.54,56.58,48.52
51.38,42.38,47.6,80.42,39.1,54.88,38.96
59.38,54.5,40.38,72.48,38.42,60.48,55.44
50.18,61.46,37.96,75.28,33.34,46.9,-8.76
57.02,61.14,42.38,68.32,43.86,54.34,45.26
59.16,67.36,47.04,67.64,45.76,50.9,27.92
54.48,64.34,51.74,58.62,50.88,48.72,63.58
61.66,65.56,53.3,44.32,35.98,46.68,8.36
53.52,61.88,63.2,56.48,38.1,59.46,26.9
54.52,56.44,60.9,58.38,44.32,61.78,40.14
53.18,63.9,59.92,56.6,36,60.72,29.98
56.26,53.94,56.78,52.48,45.42,63.3,37.16
55.92,55.9,64.02,49,34.4,66.76,32.28
47.94,54.28,65.9,55.56,32.64,64.22,27.68
55.7,49.52,68.88,58.4,38.78,67.34,42.84
51.74,51.54,74.76,51.56,40.68,59.4,39.58
56.52,43.5,69.66,51.86,45.2,56.06,44.74
63.64,48.18,72.16,52.1,31.86,51.7,18.8
60.62,51.06,77.44,56.78,27.84,47.5,33.32
54.62,47.5,78.3,54.42,39.9,40.04,26.04
56.58,48.18,77.3,47,35.58,34.22,17.16
61.1,52.58,76.1,46.14,34.2,41.2,27.38
51.8,54.52,70.88,40.02,41.38,48.42,27.4
47.46,50.82,73.18,41.3,29.34,40.64,20.32
60.46,54.14,74.78,49.08,37.56,40.58,14.42
48.5,42.8,66.38,51.06,40.6,41.12,22.88
46.1,53.52,67.26,62.78,42.12,57.06,29.24
55.2,42.88,70.56,44.54,42.42,45.06,17.06
58.98,53.06,70.76,36.76,51.6,32.42,5.72
67.16,48.58,64,29.06,48.1,38.12,23.94
50.32,49,67.52,38.28,47.62,43.82,19.62
56.44,48.94,70.72,49.88,49.64,32.52,51.9
53.8,48.38,72.1,44.64,47.36,58.98,41.24
59.12,60.36,73.24,49.94,50.18,58.14,33.36
63.78,58.08,72.34,52.18,47.5,54.86,4.66
69.12,54.62,71.34,51.18,50.14,48.88,32.28
66.62,36.28,72.5,49.24,46.44,43.76,-3.26
60.06,33.28,58.98,43.76,40.68,42.94,8.84
62.9,48.74,67.14,36.44,42,39.94,9.56
60.6,51.04,65.32,34.72,40.24,39.56,6.82
63.4,51.56,70.84,38.86,34.96,37.38,2.6
63.58,64.08,65.34,29.44,39.84,53.76,-1
59.38,58.74,75.82,26.18,43.04,62.72,16.98
57.38,62.88,83.9,25.28,49.06,65,0.2
59.78,65.46,88.4,20.38,50,67.18,-2.8
68.58,60.42,83.16,18.32,57.2,75.5,-7.4
61.52,53.64,88.84,30.34,51.5,74.14,9.22
57.74,57.24,91.18,41.66,44.58,64.58,21.38
60.66,53,86.16,46.14,47.52,71,19
66.84,49.48,84.3,46.56,45.86,64.4,4.86
79.14,55.6,87.44,39.1,42.32,64.96,20
74.44,63,83.16,45.3,45.04,58.72,21.98
61.42,65.64,67.24,45.56,50.18,58.82,2.22
57.14,73.24,76,40.64,50.92,57.18,37.58
54.8,97.2,75,44.94,51.26,48,24.96
48.74,75.04,72.32,44.9,50.08,53.88,30.6
48.16,82.44,71.26,37.66,45.36,46.12,29.24
47.82,81.78,79.7,32.16,46.34,33.8,37.44
50.06,76.18,85.24,36.42,49.74,49.64,27.88
48.6,72,72.26,39.98,49.52,53.44,21.4
57.44,75.38,75.94,37.14,48.62,48.62,53.7
63.78,69.5,76.8,42.42,50.34,54.44,32.48
55.92,68.38,79.92,40.44,52.36,56.18,40.9
54.88,65.52,65.4,40.26,48.68,62.2,25.76
53.5,64.92,61.4,45.7,54.66,57,25.6
49.24,60.56,56.58,43.06,51.56,52.54,34.4
51.4,55.96,59.16,42.14,47.12,45.64,22.86
50.86,52.3,64.82,29.42,50.24,46.8,7.06
55.84,53.08,55.76,28.7,48.68,44.88,24.28
52.38,58.76,53.8,32.96,62.12,44.8,13.84
57.6,62.1,37.98,38.72,65.78,42.42,30.12
57.88,58.58,43.76,27.94,62.7,48.36,24.54
53.98,58.8,47.44,35.54,62.1,43.92,26.64
61.76,55.8,45.8,42.28,52.42,35.66,16.14
68.16,57.02,44.44,40.46,52.1,41.72,53.1
59.76,54.66,45.2,37.04,43.56,43.04,27.54
67.44,53.24,49.26,40.54,45.52,35.6,28.72
71.94,59.14,47.04,40.3,48.82,40.96,35.04
71.64,55.32,43.42,45.32,44.34,44.22,41.2
57.48,52.5,47.62,49.84,42,36.4,23.72
66.56,59.98,55.18,54.54,38.68,42.8,41.52
65.48,50.8,57.1,53.36,45.06,37.02,27.7
69.3,43.2,61.5,45.4,51.82,52.72,24.74
63.7,45.22,59.94,50.62,53.62,46.5,23.84
67.4,57.06,62.92,44.52,53.74,44.42,23.78
65.02,56.24,44.64,54.26,49.62,36.2,16.38
63.86,55.28,40.84,55.24,48.46,24.58,8.74
67.22,63.22,47.26,53.94,56.66,21.32,10.92
63.48,65.28,45.64,45.38,57.54,24.54,10.54
66.66,61.9,43.32,44.56,48.9,24.92,27.62
69.16,64.22,40.82,57.7,50.16,28.42,39.78
64.52,66.18,46.54,57.92,50.94,26.74,32.32
63.46,62.76,41.7,57.42,51.22,24.48,38.58
67,60.78,34.92,56.58,50.9,36.9,40.3
69.2,58.1,46.08,64.32,55.22,37.52,44.98
62,61.28,42.18,43.62,55.18,32.84,30.18
53.98,64.16,58.56,56.52,45.2,29.86,26.14
60.32,66.08,68.66,55.28,48.82,35.34,40.52
52.68,69.32,62.96,61.94,52.28,26,40.72
54.62,67.92,47.84,70.9,50.62,31.38,36.56
50.74,59.86,43.24,59.48,46.44,37.58,20.16
51.5,60.66,57.1,63.46,45.92,42.82,29.74
51,55.38,47.94,73.32,47.62,44.2,43.24
54.9,54.54,44.28,81.2,43.28,81.9,50.94
66.52,50.12,54.26,77.86,40.42,74.94,66.2
65.9,44.92,53.1,76.3,40.24,71.3,66.12
69.58,43.58,54.42,80.1,33.6,68.92,52.82
58.6,57.42,58.82,66.9,29.64,67.42,37.34
67.82,62.96,67.56,66.14,34.84,69.64,40.46
66.26,63.4,54.8,63.68,41.06,90.42,42.88
47.72,63.78,57.48,67.26,38.84,94.18,50.62
52.4,66.64,61.6,66.24,43.96,80.76,48.72
56.24,66.62,56.98,67.32,43.24,67.82,55.1
54.16,63.34,68.08,53,34.32,61.34,36.02
56.48,68.34,61.54,59.42,32.68,59.82,24.14
49.24,60.72,58.14,48.62,28.48,65.52,27.18
41.26,61.22,48.94,52.26,28.22,69.5,26
43,61.22,48.98,50.22,28.6,67.16,21.28
44.08,49.42,58.48,50,35.86,71.02,20.36
62.4,36.34,54.28,50,36.66,60.22,29.9
62.98,46.34,51.78,31.66,25.12,62.04,29.54
64.2,56.58,49.16,37.58,26.74,65.02,33.92
56.4,66.04,54.78,39.14,33.36,61.08,30.84
46.2,62.88,55.48,36.72,32.28,66.68,42.2
51.62,51.42,55.98,39.78,34.54,60.1,45.22
57.92,69.52,54.36,38.66,34.2,57.36,33.44
46.44,50.88,51.56,46.2,32.6,65.04,21.82
48.66,59.78,45.24,33.06,34.42,49.14,41.18
53.98,61.68,48.04,35.5,37.16,42.18,23.58
54.3,59.94,41.66,48.78,41.74,43.72,27.48
53.86,64.46,50.6,47.12,43.32,42.9,30.6
47.84,55.98,43.26,50.96,47.32,41.96,33.48
51.54,43.52,41.2,37.36,36.42,42.14,31.78
63.98,54.68,35.38,40.02,43.34,44.8,35.02
61.82,49.74,43.58,38.78,50,50.3,22.12
53.1,54.3,48.04,34.5,52.8,49.12,4.02
51.62,59.84,45.3,48.38,50.3,46.04,19.98
60.4,48.58,44.32,47.26,54.5,50.44,12.46
56.78,45.84,49.88,52.92,59.3,48.92,28.42
58.96,60.54,50.62,57.44,62.34,48.8,7.04
58.36,57.64,60.8,66.34,59.36,45.74,15.94
59.82,60.56,58.48,52.56,64.46,35.4,11.9
55.62,60.28,60.2,51.74,73.26,39.22,22.1
59.48,63.28,63.6,51.12,54.12,34.96,20.7
54.86,62.66,65.96,53.3,42.36,34.14,35.3
45.1,53.34,62.2,44.24,47.06,45.32,35.58
45.2,58.34,60.34,54.88,53.66,52.68,12.26
39.48,53.72,62.68,61.34,49.08,49.16,20.94
48.4,55.46,62.5,53.08,48.16,50.86,29.14
54.86,59.66,64.52,53,45.52,32.64,32.8
48.86,40.46,69.96,50.86,44.96,47.4,39.1
54.26,56.04,73.4,52.06,44.28,47.16,32.36
55.54,46.7,75.64,48.44,57.4,37.56,54.3
51.34,54.48,63.42,43.52,47.64,43.36,45.1
50.94,33.94,67.94,56.16,51.8,45.98,34.8
47.2,43.22,76.56,51.4,51.52,52,44.44
43.18,35.96,68.98,55.36,43.58,54.98,21.9
40.34,42.84,64.74,49.7,54.92,56.9,42.3
43.58,43.94,62.56,42.6,47.98,53.04,52.4
46.18,54.2,70.38,41.58,49.32,56.36,39.66
38.48,54.36,68.5,49.44,47.58,55.3,54.76
38.06,55.74,61.04,40.86,49.76,55.18,54.14
45.44,56.18,59.32,45.32,46.8,49.74,49.12
49.12,46.26,62.56,44.14,47.42,46.26,23.86
54.3,67.14,63.42,39.78,38.98,40.96,62.94
45.48,63.96,66.52,35.78,42.84,40.54,62.4
45.7,60.36,68.76,37.18,44.84,35.6,54.7
48.38,66.62,69.84,43.36,44.82,40.44,71.68
48.94,68.74,64.9,44.88,47.94,35.1,63.38
50.74,62.44,60.3,50.26,45.88,43.44,52.9
49.74,63.04,59.28,49.64,50.64,42.14,51.54
43.94,62.9,52.78,51.24,50.2,33.34,42
53.42,56.28,59.52,51.7,46.36,41.58,59.86
61.86,63.54,58.16,54.88,44.3,36.28,70.34
58.28,64.86,68.58,49.96,39.4,34.78,56.88
59.7,55.7,60.1,57.08,39.02,31,39.64
60.34,56.12,67.58,53.38,38.56,36.34,47.62
60.2,64.02,68.04,49.28,27.46,31.7,28.72
50.56,57.1,72.78,43.44,37.96,33.26,58.2
57.1,55.32,57.8,42.14,32.14,35.16,60.04
63.96,54.28,70.04,34.08,34.06,28.02,47.04
56.66,63.58,75.88,43.78,34.68,29.18,55.56
58.58,71.36,72.78,51.88,28.28,25.76,62.34
58.62,68.46,72.44,37.42,28.8,23.36,30.2
60.32,68.7,71.56,40.6,40.74,23.62,59.84
60.52,70.84,87.62,37.38,36.04,29.04,68.14
69.08,75.88,72.88,28.3,31.6,23.62,46
56.5,70.82,76.44,41.2,38.14,36.16,59.78
54.6,68.4,79.18,42.82,40.64,34.3,48.46
52.68,72.2,64.96,42.2,36.68,31.16,45.18
49.16,64.9,71.96,40,25,27.56,29.1
59.18,63.46,88.78,33.82,47.42,19.44,58.68
65.4,54.62,80.22,32.72,44.02,22.54,56.66
51.46,61.18,66.38,29.32,39.74,18.58,45.78
50.74,57.76,77.6,35.16,39.46,20.12,45.34
44.04,63.98,69.94,47.26,36.9,16.78,56.06
40.52,61.7,68.7,47.54,22.22,16.32,55.14
44.26,61.4,76.52,54.7,26.38,20.44,68.7
53.56,59.52,84.04,28.8,42.96,21.62,44.4
47.74,59.48,69.94,35.96,40.26,24.56,49.12
52.18,56.04,62.5,29.1,42.58,22.86,41.24
49.5,56.04,65.52,37.58,41.16,28.44,38.9
58.58,56.88,70.82,50.24,40.14,34.44,22.82
52.32,56.34,68.54,58.02,31.98,33.48,20.32
50.34,54.98,56.84,59.54,31.66,25.74,26.76
47.02,60.44,59.8,60.6,31.82,30.46,45.4
41.54,60.1,64.36,52.24,34.22,27.8,41.32
50.6,47.74,73.94,44.62,29.16,31.54,37.8
50.5,49.62,79.32,41.3,39.64,31.26,48.76
50.74,43.96,71.66,48.24,36.18,25.9,40.78
47.86,47.04,62.54,51.86,39.58,41.92,61.56
43.46,39.9,62.64,49.72,32.82,37.52,48.84
44.14,40.14,55.88,51.5,31.54,44.82,40.48
58.6,54.16,65.4,61.96,29.66,46.84,29.36
59.58,62.46,62.28,51.36,17.44,47.44,38.62
54.08,51.98,69.32,49.74,32.04,43.7,53.82
54.58,55.06,62.34,52.12,23.62,41.82,44.42
57.82,49.48,62.02,51.68,17.08,25.38,36.12
50.28,49.4,54.8,51.52,26.12,33.3,25.62
45.46,54.94,59.34,51.44,21.48,31.3,25.76
53.06,56.5,57.98,42.7,26.48,33.9,21.64
50.74,42.76,56.26,31.46,21.62,33.2,38.92
52.3,41.14,59.48,28.88,23.62,35.22,23.82
49.38,47.06,62.72,41.88,24.74,36.34,42.88
62.26,57.48,49.66,43.56,18.76,16.02,21.06
72.46,46.44,65.78,39.96,24.72,11.1,29.74
61.3,53.74,62.28,52.06,20.56,22.56,36.34
64.9,50.68,69.76,52.34,26.16,28.48,33.72
74.12,57.04,63.46,47.68,29.92,36.72,30.04
72.12,45.56,63.74,51.12,24.06,37.52,29.18
70.96,60.54,69.76,53.94,19.56,39.86,28.3
68.58,58.48,73.78,51,18.66,33.72,31.8
59,59.54,70.6,53.62,15.7,38.5,20.32
63.6,58.28,62.12,31.88,26.74,26.1,27.8
63.66,57.48,52.46,58.24,18.72,18.2,24.84
62.22,63.42,56.66,52.32,16.86,18.4,17.64
59.44,56.44,55.64,49.5,18.88,25.56,34.6
46.18,57.36,57.22,46.76,16.82,27.44,16.48
42.46,47.18,66.7,58.84,9.96,28.92,23.88
58,53.86,57.3,64.24,19.52,32.96,23.5
51.52,55.62,57.46,49.28,28.18,38.06,48.48
57.6,46.14,61.74,78.5,23.48,42.14,51.96
58.98,50.74,67.76,63.52,21.12,28.68,47.7
53.3,61.64,55.72,58.24,18.6,34.54,49.42
48.58,52.08,53.86,60.16,15.54,29.92,11.52
49.54,51.24,58.86,61.52,24.62,38.36,34.72
32.98,48.98,60.34,60.54,26.92,34.94,31.8
38.5,49.04,61.46,53.62,28.42,27.36,26.24
55.78,35.46,62.02,55.58,22.46,26.7,45.54
53.14,51.98,59.66,52.02,30.48,30.92,46.56
48.62,59.78,49.66,56.6,32.78,39.14,50.94
53.96,61.54,48.54,45.98,38.24,27.16,40.64
60.66,47.86,52.36,39.12,41.18,25.62,56.38
51.34,62.78,45.44,46.22,47.26,17.38,60.98
48.3,60.66,55.68,49,41.9,29.46,54.34
55.98,56.84,46.32,53.92,21.16,26.86,63.12
56.58,62.66,50.72,45.3,29.98,23.38,58.64
54.58,55.54,58.46,41.4,31.2,21.94,51.02
58.92,53.66,53.24,43.14,21.56,27.2,50.24
54.1,55.3,49.74,50.3,32.86,30.36,44.76
58.16,57.02,51.8,44.62,26.48,46.94,59.84
51.18,53.3,49.9,47.8,35.58,46.58,67.48
56.54,51.62,45.72,56.92,45.4,62.2,47.78
44.72,54.76,58.42,51.48,46.08,52.46,28.42
52.68,54.34,38.84,49.38,54.38,52.76,21.92
44.32,47.4,46.04,45.86,52.64,61.1,40.12
42.5,48.78,46.5,43.26,58.92,69.98,50.8
44.78,50.1,45.2,44.54,52.46,76.24,51.36
48.06,45.3,46.54,40.76,46.7,67.8,59.82
48.44,45.6,41.46,38.24,41.86,72.16,47.12
62.28,44.98,41.02,41.12,47.88,74.82,62.96
56.1,43.16,48.46,44.58,40.86,54.8,79.06
64.12,45.26,40.78,47.36,56.36,55.06,69.14
68.18,62.9,39.26,49.28,52.32,45.76,61.88
65.9,64.94,38.58,46.32,44.1,56.8,65.84
58.1,52.5,46.2,46.66,45.44,66.66,65.5
56.86,66.54,45.88,47.62,37.08,62.56,64.68
53.36,59.6,42.56,44.2,35.26,67.02,66.58
62.04,57.72,39.52,48.16,43.44,44.74,70.02
62.54,44.8,34.54,54.98,46.18,59.42,68.9
59.88,65.28,41.16,56.78,60,52.5,44.08
64.78,49.98,29.48,65.18,64.16,61.44,50.86
51.4,62.2,36.26,53.64,58.86,53.12,50.24
52.32,65.9,35.06,48.68,53.74,39.58,55.08
54.04,63.62,37.66,42.62,51.48,43.52,60.72
55,61.28,18.04,54.64,51.56,53.48,57.36
52.76,55.3,25.18,59.82,53.18,38.42,47.08
49.06,45.74,38.58,66.38,48.02,45.38,39.8
47.8,52.24,41.64,60.5,52.88,43.94,48.26
43.9,53.78,43.2,57.86,50.06,40.9,40.8
47.38,51.62,50.18,59.08,65.52,31,35.38
48.74,55.74,61.68,65.68,63.34,36.88,42.56
36.88,63.92,57.36,58.64,57.22,56.9,29.3
48.88,57.62,58.88,55.74,56.04,46.32,57.3
49.38,55.84,56.16,50.38,57.26,37.08,37.4
59.28,53.36,45.98,41.72,41.2,20.96,43.26
44.58,53.06,46.38,44.38,54.3,35.04,48.22
59.1,53.2,45.32,53.52,64.52,41.92,45.5
58.88,62.5,46.56,50.92,46.44,37.58,39.4
53.9,61.96,49.36,57.26,45.94,39.96,43.54
50.84,58.28,37.96,49.02,43.2,43.58,22.4
53.16,64.98,38.3,57.36,67.04,41.66,39.78
59.72,57.12,40.74,59.32,54.08,40.22,35.72
64.4,51.84,45.82,60.52,46.68,39.1,54.68
71.82,47.38,41.86,56.44,42.96,43.5,47.54
69.32,50.84,41.7,54.98,37.68,36.2,40.48
77.94,49.02,33.9,58.92,48.82,28.52,49.44
81.42,53.74,37.58,52.24,46.32,36.48,10.48
67.6,48.74,37.28,49.12,51.18,39.02,46.2
66.02,53.06,47.44,47.82,48.24,34.28,25.38
63.5,53.14,40.52,41.96,54.64,30,47.98
63.1,57.22,46.32,42.68,53.52,34.36,42.26
62.46,64.02,35.72,39.78,59.68,30.92,40.02
54.98,60.52,34.04,32.86,52.6,28.96,30.42
65.4,70.32,40.46,47.9,50.06,31.36,36.4
66.86,83.34,43.52,47.34,46.2,27.3,54.86
56.74,72.56,49.02,55.88,58.6,20.26,39.96
60.36,74.62,51.16,66.66,55.9,27.18,30.18
64.46,77.8,43.42,62.1,48.44,29.42,25.46
64.46,72.2,39.58,61.54,58.4,32.32,35.6
61.66,61.54,46.08,61.9,56.36,32.66,35.44
66.56,63.88,48.06,56.86,59.2,24.68,17.14
67.42,66.34,62.12,61.54,49.42,30.68,11.28
75.56,71.44,55.4,59.94,56.66,29.68,2.62
74.16,67.34,56.48,62.86,42.12,27.74,18.4
67.54,64.48,49.94,67.98,43.54,28.42,36.68
63.94,58.48,56.4,63.4,49.32,26.92,36.46
74.16,62.44,56.98,63.54,46.42,26.12,32.28
57.72,68.68,49.98,63.3,46.26,26.26,35.54
61.22,76.3,58.54,59.1,49.48,23.44,22.74
58.82,85.64,49.98,59.66,52.56,14.08,41.4
49.74,67.7,53.46,60.26,49.42,23.84,37.08
51.68,64.68,46.04,61.16,43.72,13.1,36.32
47.5,79.8,43.08,58.3,34.08,15.86,37.4
48.32,76.96,49.7,55.72,36.04,21.76,41.68
59.92,85.6,52.8,58.54,33.44,11.08,43.52
53.98,78.98,51.26,58.4,42.66,31.74,31.86
56.16,77.5,42.72,60.72,45.52,36.22,40.84
50.74,78.86,50.86,58.12,47.98,31.7,29.78
51.5,88.16,46.7,55.96,41.68,33.32,34.7
60.74,87.2,48.68,52.18,40.56,18.88,31.6
59.76,83.42,41.98,56.1,46.46,18.58,33.2
49,87.68,47.2,48.74,46.5,27.6,23.4
47.94,89.16,45.82,51.18,46.22,32.9,28.96
46.44,86.42,52.18,56.42,46.76,32.84,20.38
55.26,87.54,54.48,55.8,38.8,17.96,28.32
52.42,79.04,47.94,57.7,40.76,23.62,14.08
40.76,81.3,49.36,49.62,41.66,41.02,26.18
62.48,71.04,47.6,52.62,37.48,34.56,27.54
69.38,73.56,62.72,51.72,36.62,39.64,17.52
55.14,66.28,57.98,55.66,37.6,42.1,28.82
63.86,61.9,60.18,56.88,32.16,42.08,7.74
63.66,62.88,52.56,58.54,33.32,46.78,21.56
62.38,67.66,48.38,53.14,36.26,47,3.46
60.84,60.18,55.54,55.3,39.46,45.9,15.4
66.76,61.08,53.5,56.94,35.88,46.44,19.26
53.92,57.4,65.32,59.72,36.78,44.32,26.06
70.58,64.46,50.78,52.98,38.98,39.84,15.04
67.08,68.62,56.68,50.54,35.86,37.52,30.6
65.64,64.82,65.4,54.76,18.8,38.58,31.92
64.12,58.5,58.04,51.36,28.64,29.78,33.72
69.62,55.92,65.9,48.72,33.58,32,17.76
58.18,61.62,63.32,47.46,39.72,30.92,32.86
48.9,59.38,53.78,50.18,26.24,39.94,0.24
54.2,59.12,54.8,40.06,38.68,47.26,30.92
48.9,63.02,60.66,41.8,31.78,30.24,17.54
54.92,59,61.16,38.34,47.82,52.12,25.56
60.24,59.04,46.78,42.2,47.74,49.1,18.58
56.22,52.4,53.16,35.4,57.92,47.88,14.86
56.6,56.04,51.12,40.62,51.64,43.62,15.94
56.8,58.04,64.68,34.24,54.12,43.4,17.08
52.1,55.18,54.48,29.54,51.4,38.72,18.32
50.96,53.48,57.48,29.2,56.22,36.16,24.06
51.44,55.46,56.88,32.92,55.24,30.44,27.08
57.42,51.56,68.18,40.7,60.1,22.82,47.14
51.18,47.12,61.64,30.98,66.58,34.46,39.04
50.94,58.04,58.56,35.72,64.64,42.42,31.66
60.58,58.8,62.64,36.9,52.44,45.14,84.86
57.64,61,60.34,40.96,57.08,41.26,31.04
59.84,52.06,61.54,33.7,50.8,33.74,40.32
55.66,51.44,57.3,37.16,49.56,47.06,31.04
57.3,63.66,54.3,38.28,53.86,34.04,38.8
48.82,67.76,51.1,44.94,62.34,35.48,35.84
63.36,67,49.76,42.88,59.62,27.26,28.58
59.86,71,52.24,48.9,53.08,28.04,52.62
61.72,67.5,47.72,46.18,52.24,26.02,45.16
51.92,67.32,47.84,39.2,40.56,24.76,40.44
64.26,81.04,58.36,42.18,46.3,21.68,61.24
46.92,76.34,59.48,45.06,39.74,22.24,57.46
46.74,79.24,50.66,40.72,41.62,12.44,60.14
57.68,81.92,49.34,34.02,39.7,29.14,62.1
58.32,74.12,44.14,34.8,40.1,32.54,60.22
42.76,73.22,65.58,38.76,38.72,33.9,66.42
38.82,71.46,68.8,42.16,45.84,31.3,51.62
45.14,71.84,59,45.76,49.5,27.8,69.2
44.74,78.66,55.08,46.68,36.34,39.7,76
42.58,71.08,53.06,46.92,46.66,37.4,53.06
39.46,70.7,55.42,49.32,50.8,39.78,56.68
50.96,65.38,54.24,44.68,50.62,37.02,61.14
58.14,67.96,50.24,52.5,51.62,28.28,59.9
65.5,61.72,54.22,54.02,66.14,31.9,51.1
61.68,66.96,53.84,60.04,69.52,29.2,56.02
68.14,66.38,48.64,53.42,73.48,30.24,52.72
59.36,59.18,42.94,64.96,74.52,29.86,54.82
64.82,59.66,44.34,70.48,76.8,31.32,45.9
68.7,60.3,43.2,61.9,67.44,28.84,59.16
68.02,62.9,47.68,59.16,77.38,23.8,20.96
66.42,57.04,46.88,57.86,72.22,23.94,43.12
57.9,58.38,56.88,57.62,70.7,34.16,42.24
66.72,56.04,57.3,50.8,77.82,34.5,26.1
55.44,60.86,53.68,52.18,73.54,38.82,69.06
59.16,59.94,54.84,53.92,68.3,30.82,59.06
60.34,67.94,66.7,50.9,76.7,33.92,36.54
58.56,67.2,56.88,53.54,69.16,32.72,30.5
54.82,66.32,64.62,52.12,67.58,26.48,37.1
54.42,45.82,61.28,39.34,71.94,37.52,61.76
53.66,56.88,65.58,37.22,66.38,32.1,46.2
56.74,53,60.1,42.52,62.78,37.88,45.56
57.22,51.7,60.34,38.34,60.7,41.32,58.86
55.7,50.68,72.64,38.72,55.38,39.72,47.44
52.1,60.1,62.72,41.6,57.38,42.38,88.54
55.64,61.72,55.4,58.72,58.42,54.14,50.22
49.76,63.62,58.88,62.6,70.46,39.9,63.66
49.9,66.08,52.14,66.12,65.4,45.28,46.62
54.24,65.82,47.18,64.08,68.88,44.32,39.86
56.04,79.04,42.12,59.7,64.16,46.28,39.9
58.62,77.06,45.24,67.3,59.06,48.34,44.54
64.4,81.14,50.04,68.16,54,45.5,35.68
69.94,72.14,55.94,61.1,47.28,51.32,36
70.18,54.66,60.54,63.52,43.98,39.24,40.7
65.96,64.88,58.64,58.06,34.3,41.2,42.26
69.06,62.52,53.52,56.06,41.02,42.2,36.16
67.3,57.6,58.14,61.24,35.64,36.34,48.12
61.78,65.96,62.98,54.84,38.32,39.8,54.18
58.48,70.52,70.22,52.46,42.98,31.16,42.28
53.58,71.7,73.14,57.22,36.1,33,46.62
62.48,61.22,64.22,52.5,32.5,28.08,39.5
56.82,62.96,63.02,47.2,52.42,31.36,39.04
54.92,60.48,69.4,49.62,46.02,29.96,38.02
47.22,71.38,64.06,44.18,45.82,39.48,41.9
54.22,60.84,68.22,50.36,45.34,36.16,29.94
51.86,54.3,73.3,46.82,44.44,41.2,38.2
53.54,53.48,65.52,56.5,41.9,38.66,41.82
64.24,60.92,52.74,55.76,38.16,35.38,29.24
73.86,61.08,55.3,56.04,20.86,34.34,52.08
65.7,65.44,60.92,57.28,31.22,25.76,37.78
64.42,58.12,59.12,59.12,31.18,22.72,40.74
66.64,54.72,58.66,55.62,38.3,29.74,43.2
62.4,63.22,58.22,60.44,43.6,30.92,34
61.64,66.58,59.74,48.5,38.94,33.08,53.54
64.02,54.86,58.18,60.04,37.96,31.64,35.96
70.72,68.88,62.06,66.2,37.02,30.64,35.6
57.24,57.86,56.48,69.26,39.7,32.78,32.22
54.8,64.42,60.06,65.6,42.82,35.84,22.72
55.1,60.78,55.68,73.02,28.68,33.68,9.5
59.42,61.08,47.68,78.42,44.56,28.36,10.9
53.88,64.08,53.24,74.56,38.68,31.6,1.12
56.36,61.6,51.58,78.3,37.58,26.72,14.54
52.04,70.48,57.16,79.88,29.5,27.88,1.82
59.1,56.74,64.56,69.38,35.62,31.72,20.04
55.26,54.68,57.42,74,42.4,29.54,5.26
55.66,54.26,52.2,70.98,36.6,31.58,14.84
55.42,49.56,54.18,71.84,40.82,23.52,21.9
60.02,53.96,55.58,66.96,41.24,26.8,30.86
62.16,54.22,60.08,77.04,34.16,25.58,25.48
53.18,53.3,52.5,77.94,34.04,32.68,19.44
55.56,62.82,54.44,72.02,22.72,29.24,26.34
58.88,68.82,55.9,65,32.04,25.92,27.92
59.1,59.28,54.5,61.86,43.52,28.8,22.88
63.48,58.92,62.42,65.5,40.7,31.22,48.88
62.54,57.7,66.02,64.1,43.86,33.86,29.48
59.74,54.36,60.28,67.32,38.28,24.46,39.34
